"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of intracellular signal transduction","GO:1902533","false","8.90462641355112e-7","6.050384296294694","1108","79","21","20972","APOE,APP,EP300,FGA,FGF2,FGF21,FGF23,GCG,GH1,HBEGF,HMOX1,HRAS,LEP,LYN,PARK7,PTPN6,SHC1,SRC,TGFB1,TPR,VWF"
"GO:BP","wound healing","GO:0042060","false","0.0000016239464331305648","5.789428300328519","439","79","14","20972","APOE,FGA,FGF2,HBEGF,HMOX1,HRAS,LYN,MYH9,PTPN6,SERPINE1,SRC,STXBP1,TGFB1,VWF"
"GO:BP","cell migration","GO:0016477","false","0.0000017970558959449187","5.745438414308442","1532","79","24","20972","APOE,APP,CALCA,CDH15,CEACAM6,CGA,EPB41L5,FGF2,FGF21,FGF23,GPC5,HBEGF,HMOX1,HRAS,LEP,LYN,MYH9,SERPINE1,SFTPD,SIRPA,SMAD2,SRC,STAT5B,TGFB1"
"GO:BP","regulation of response to stimulus","GO:0048583","false","0.0000019790256414634936","5.703548578772906","3993","79","39","20972","APOE,APP,CALCA,CASP4,CGA,CSF2RA,DNAJB1,EP300,FGA,FGF2,FGF21,FGF23,GCG,GGT1,GH1,GPC5,HBEGF,HMOX1,HRAS,IGFBP1,KLK3,LEP,LPL,LYN,PARK7,PTPN6,RAD51,RUVBL1,SERPINE1,SHC1,SIRPA,SMAD2,SRC,STAT5B,TBL1X,TGFB1,TP53BP1,TPR,VWF"
"GO:BP","response to external stimulus","GO:0009605","false","0.0000021758670743255347","5.6623676396035645","2427","79","30","20972","APOE,APP,BHLHE40,CA3,CALCA,CASP4,CHIT1,EP300,FGA,FGF2,GGT1,HBEGF,HRAS,KLK3,LEP,LPL,LYN,PARK7,PNLIPRP2,PTPN6,RNF5,SERPINE1,SFTPD,SHC1,SIRPA,SRC,STAT5B,STXBP1,TGFB1,VIM"
"GO:BP","positive regulation of MAPK cascade","GO:0043410","false","0.000002234893575362312","5.650743152949651","450","79","14","20972","APOE,APP,FGA,FGF2,FGF21,FGF23,GCG,GH1,HRAS,LEP,LYN,SHC1,SRC,TGFB1"
"GO:BP","regulation of MAPK cascade","GO:0043408","false","0.0000029034151748376353","5.537090857641015","638","79","16","20972","APOE,APP,FGA,FGF2,FGF21,FGF23,GCG,GH1,HRAS,LEP,LYN,PTPN6,SHC1,SIRPA,SRC,TGFB1"
"GO:BP","response to endogenous stimulus","GO:0009719","false","0.000004379651144959244","5.358560481243165","1467","79","23","20972","APOE,CALCA,CGA,CSF2RA,EP300,EPB41L5,FGF2,FGF21,FGF23,GCG,GH1,HRAS,IGFBP1,LEP,LPL,LYN,PARK7,SHC1,SMAD2,SRC,STAT5B,TGFB1,TPR"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","false","0.000004568812133393062","5.3401966994860235","2834","79","32","20972","APOE,APP,CASP4,COL4A1,CSF2RA,EP300,FGA,FGF2,FGF21,FGF23,GH1,GPC5,GUCY2C,HBEGF,HMOX1,HRAS,IGFBP1,LEP,LYN,MYH9,PAPPA,PARK7,PTPN6,RUVBL1,SERPINE1,SHC1,SIRPA,SMAD2,SRC,STAT5B,TBL1X,TGFB1"
"GO:BP","regulation of inflammatory response","GO:0050727","false","0.000004722701464427171","5.325809506561707","395","79","13","20972","APOE,APP,CASP4,GGT1,LPL,LYN,PARK7,PTPN6,SERPINE1,SIRPA,SRC,STAT5B,TGFB1"
"GO:BP","regulation of signal transduction","GO:0009966","false","0.000005710309789661274","5.2433403302321","3031","79","33","20972","APOE,APP,CALCA,CASP4,CGA,CSF2RA,EP300,FGA,FGF2,FGF21,FGF23,GCG,GH1,GPC5,HBEGF,HMOX1,HRAS,IGFBP1,LEP,LYN,PARK7,PTPN6,RAD51,RUVBL1,SERPINE1,SHC1,SIRPA,SMAD2,SRC,TBL1X,TGFB1,TPR,VWF"
"GO:BP","cellular response to nitrogen compound","GO:1901699","false","0.000006634233619204175","5.178209239216173","676","79","16","20972","APP,CASP4,CSF2RA,EP300,GCG,GH1,HRAS,IGFBP1,LEP,LYN,RAD51,SHC1,SRC,STAT5B,TGFB1,VIM"
"GO:BP","response to stress","GO:0006950","false","0.000007669183665488934","5.115250861401939","3984","79","38","20972","APOE,APP,CASP4,DNAJB1,EP300,FABP1,FGA,FGF2,GGT1,HBEGF,HMOX1,HRAS,KIF22,KLK3,LEP,LPL,LYN,MNAT1,MYH9,PARK7,PNLIPRP2,PTPN6,RAD51,RNF5,RUVBL1,SERPINE1,SFTPD,SHC1,SIRPA,SMC3,SRC,STAT5B,STXBP1,TGFB1,TP53BP1,TPR,VIM,VWF"
"GO:BP","cell adhesion","GO:0007155","false","0.000007802153021807154","5.107785536224336","1512","79","23","20972","APP,CALCA,CDH15,CEACAM6,CEACAM8,COL6A3,EP300,EPB41L5,FGA,LEP,LYN,MFGE8,MYH9,PTPN6,SERPINE1,SFTPD,SHC1,SIRPA,SRC,STAT5B,STXBP1,TGFB1,VWF"
"GO:BP","regulation of signaling","GO:0023051","false","0.000011365989365327869","4.944392754641947","3473","79","35","20972","APOE,APP,CALCA,CASP4,CGA,CSF2RA,EP300,FGA,FGF2,FGF21,FGF23,GCG,GH1,GPC5,HBEGF,HMOX1,HRAS,IGFBP1,LEP,LYN,PARK7,PSMD9,PTPN6,RAD51,RUVBL1,SERPINE1,SHC1,SIRPA,SMAD2,SRC,STXBP1,TBL1X,TGFB1,TPR,VWF"
"GO:BP","regulation of cell communication","GO:0010646","false","0.000011995881707373018","4.920967825514082","3480","79","35","20972","APOE,APP,CALCA,CASP4,CGA,CSF2RA,EP300,FGA,FGF2,FGF21,FGF23,GCG,GH1,GPC5,HBEGF,HMOX1,HRAS,IGFBP1,LEP,LYN,PARK7,PSMD9,PTPN6,RAD51,RUVBL1,SERPINE1,SHC1,SIRPA,SMAD2,SRC,STXBP1,TBL1X,TGFB1,TPR,VWF"
"GO:BP","positive regulation of cellular process","GO:0048522","false","0.000014229480396957346","4.846810958303226","5739","79","46","20972","APOE,APP,CALCA,CASP4,CEACAM6,CGA,CSF2RA,EP300,EPB41L5,FGA,FGF2,FGF21,FGF23,FLI1,GCG,GH1,GPC5,HBEGF,HMOX1,HRAS,IGFBP1,KLK3,LEP,LPL,LYN,MNAT1,MYH9,PARK7,PSMD9,PTPN6,RUVBL1,SERPINE1,SFTPD,SHC1,SIRPA,SMAD2,SRC,STAT5B,STXBP1,TBL1X,TERF1,TGFB1,TP53BP1,TPR,VIM,VWF"
"GO:BP","response to nitrogen compound","GO:1901698","false","0.00001708252419688369","4.767447955439718","941","79","18","20972","APP,CASP4,CSF2RA,EP300,GCG,GH1,HRAS,IGFBP1,LEP,LYN,RAD51,RANBP2,SHC1,SRC,STAT5B,TGFB1,TPR,VIM"
"GO:BP","cell-cell adhesion","GO:0098609","false","0.000025200723986985728","4.59858698227257","965","79","18","20972","CALCA,CDH15,CEACAM6,CEACAM8,EP300,EPB41L5,FGA,LEP,LYN,MYH9,PTPN6,SFTPD,SHC1,SIRPA,SRC,STAT5B,STXBP1,TGFB1"
"GO:BP","cell surface receptor protein tyrosine kinase signaling pathway","GO:0007169","false","0.000025395188069583385","4.59524856656132","641","79","15","20972","COL4A1,CSF2RA,FGF2,FGF21,FGF23,GH1,HBEGF,HRAS,IGFBP1,LEP,LYN,SHC1,SRC,STAT5B,TGFB1"
