"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of biological process","GO:0048518","false","0.00163156873741499","2.7873946248174555","6150","86","47","20972","AKT2,ANXA2,APOE,ATF2,CALCA,CES1,CGA,EGF,ENPP7,F7,FABP4,FGF21,GFAP,GP1BB,IGFBP1,IGFBP2,ITGA2,ITGA5,ITGAV,ITGB1,KLK3,LEP,LYN,MMP3,MYH9,NBN,NCK2,OCLN,ODAM,PLAT,PRKG1,PSMC3,PTPN6,SAP18,SERPINE1,SHC1,SIRPA,SNCA,SRC,STAT5B,TBL1X,TP53BP1,TPR,VAV3,VIM,WASL,YES1"
"GO:BP","negative regulation of transport","GO:0051051","false","0.0016522957197411682","2.7819122221740757","404","86","11","20972","AKT2,ANXA2,APOE,CALCA,EGF,ITGAV,LEP,PRKG1,SIRPA,SNCA,TPR"
"GO:BP","lymphocyte activation","GO:0046649","false","0.001994248546986472","2.7002207157044564","811","86","15","20972","ATF2,IGFBP2,ITGB1,LEP,LYN,MYH9,NBN,NCK2,PTPN6,SIRPA,SRC,STAT5B,TP53BP1,VAV3,YES1"
"GO:BP","positive regulation of T cell activation","GO:0050870","false","0.0021384865459311395","2.669893477717783","255","86","9","20972","IGFBP2,LEP,LYN,NCK2,PTPN6,SIRPA,SRC,STAT5B,YES1"
"GO:BP","regulation of protein metabolic process","GO:0051246","false","0.0022130242225098526","2.6550138325052792","1574","86","21","20972","AKT2,ANXA2,APOE,CALCA,EGF,GFAP,ITGA2,ITGAV,LEP,LYN,MYH9,NCK2,ODAM,PLAT,PSMC3,PSMD1,PSME1,SERPINE1,SNCA,SRC,TPR"
"GO:BP","positive regulation of transport","GO:0051050","false","0.0022199597283386477","2.6536549038912263","818","86","15","20972","AKT2,ANXA2,APOE,CES1,EGF,FGF21,ITGA2,ITGB1,LEP,OCLN,SERPINE1,SIRPA,SNCA,TPR,WASL"
"GO:BP","negative regulation of lipid localization","GO:1905953","false","0.002306121204452258","2.637117870917514","45","86","5","20972","AKT2,CES1,EGF,ITGAV,LEP"
"GO:BP","zymogen activation","GO:0031638","false","0.002306121204452258","2.637117870917514","45","86","5","20972","ANXA2,GGT1,KLK3,PLAT,SERPINE1"
"GO:BP","response to nitrogen compound","GO:1901698","false","0.002498400904912984","2.602337871477728","941","86","16","20972","AKT2,F7,IGFBP1,IGFBP2,ITGA2,LEP,LYN,MMP3,RAD51,RANBP2,SHC1,SRC,STAT5B,TFF1,TPR,VIM"
"GO:BP","response to bacterium","GO:0009617","false","0.0026308602580277624","2.579902219485259","719","86","14","20972","CHIT1,FABP4,KLK3,LYN,MMP3,PNLIPRP2,PTPN6,RNF5,SERPINE1,SHC1,SIRPA,SNCA,VIM,WASL"
"GO:BP","regulation of defense response","GO:0031347","false","0.0027010829711606836","2.5684620750632723","831","86","15","20972","APOE,FABP4,GGT1,KLK3,LEP,LYN,MMP3,PSMA1,PTPN6,SERPINE1,SIRPA,SNCA,SRC,STAT5B,YES1"
"GO:BP","regulation of immune system process","GO:0002682","false","0.002713381252151784","2.566489180041271","1594","86","21","20972","APOE,CALCA,F7,GGT1,IGFBP2,ITGA2,KLK3,LEP,LYN,NCK2,PSMA1,PTPN6,SERPINE1,SIRPA,SNCA,SRC,STAT5B,TP53BP1,VAV3,WASL,YES1"
"GO:BP","protein metabolic process","GO:0019538","false","0.003338527853002886","2.476444996140099","4467","86","38","20972","AKT2,ANXA2,APOE,ATF2,CALCA,COL2A1,EGF,F7,GFAP,GGT1,GP1BB,GUSB,ITGA2,ITGAV,KLK3,LEP,LYN,MMP3,MYH9,NBN,NCK2,ODAM,PLAT,PRKG1,PSMA1,PSMC3,PSMD1,PSME1,PTPN6,RANBP2,RNF5,SERPINE1,SNCA,SRC,TBL1X,TPR,VPS37A,YES1"
"GO:BP","vascular process in circulatory system","GO:0003018","true","0.003430763086347862","2.464609271405881","270","86","9","20972","APOE,CALCA,ITGB1,LEP,OCLN,PRKG1,SLC16A1,SRC,YES1"
"GO:BP","negative regulation of blood coagulation","GO:0030195","false","0.003935427927940057","2.405008036713198","50","86","5","20972","ANXA2,APOE,PLAT,PRKG1,SERPINE1"
"GO:BP","leukocyte activation","GO:0045321","false","0.003965820999331252","2.4016668919353243","975","86","16","20972","ATF2,IGFBP2,ITGB1,LEP,LYN,MYH9,NBN,NCK2,PTPN6,SIRPA,SNCA,SRC,STAT5B,TP53BP1,VAV3,YES1"
"GO:BP","positive regulation of leukocyte cell-cell adhesion","GO:1903039","false","0.004110928625616478","2.386060063421548","276","86","9","20972","IGFBP2,LEP,LYN,NCK2,PTPN6,SIRPA,SRC,STAT5B,YES1"
"GO:BP","regulation of cell population proliferation","GO:0042127","false","0.0042398987561136385","2.3726445137341874","1639","86","21","20972","APOE,ATF2,CGA,EGF,ENPP7,FGF21,GFAP,IGFBP2,ITGA2,ITGAV,ITGB1,LEP,LYN,NCK2,ODAM,PRKG1,PTPN6,SHC1,STAT5B,TFF1,VAV3"
"GO:BP","negative regulation of hemostasis","GO:1900047","false","0.004349178787041732","2.3615927388902658","51","86","5","20972","ANXA2,APOE,PLAT,PRKG1,SERPINE1"
"GO:BP","negative regulation of cellular process","GO:0048523","false","0.004430304319648372","2.3535664408639048","5510","86","43","20972","AKT2,ANXA2,APOE,ATF2,BHLHE40,CALCA,CES1,COL2A1,ENPP7,FABP4,GFAP,IGFBP1,IGFBP2,ITGA5,ITGAV,ITGB1,LEP,LMNB1,LYN,MMP3,MYH9,NBN,NCK2,OCLN,PLAT,PPP2R5A,PRKG1,PTPN6,RAD51,RNF5,SAP18,SERPINE1,SHC1,SIRPA,SNCA,SRC,STAT5B,TBL1X,TFF1,TP53BP1,TPR,VIM,WASL"
"GO:BP","positive regulation of cellular process","GO:0048522","false","0.004975116857265242","2.303196713939474","5739","86","44","20972","AKT2,ANXA2,APOE,ATF2,CALCA,CES1,CGA,EGF,ENPP7,F7,FGF21,GFAP,GP1BB,IGFBP1,IGFBP2,ITGA2,ITGA5,ITGAV,ITGB1,KLK3,LEP,LYN,MMP3,MYH9,NBN,NCK2,OCLN,ODAM,PSMC3,PTPN6,SAP18,SERPINE1,SHC1,SIRPA,SNCA,SRC,STAT5B,TBL1X,TP53BP1,TPR,VAV3,VIM,WASL,YES1"
"GO:BP","anatomical structure development","GO:0048856","false","0.004975978008487838","2.303121547692938","5948","86","45","20972","AKT2,ANXA2,APOE,ATF2,BHLHE40,CALCA,CDH15,CES1,CGA,COL2A1,COL4A1,EGF,F7,FGF21,GFAP,GP1BB,GSTA1,IGFBP1,ITGA2,ITGA5,ITGAV,ITGB1,KLK3,LEFTY2,LEP,LYN,MYH9,MYL3,NBN,NCK2,NPHS2,ODAM,PDLIM5,PRKG1,PTPN6,SERPINE1,SHC1,SNCA,SRC,STAT5B,TP53BP1,TYMP,VAV3,VIM,WASL"
"GO:BP","negative regulation of response to wounding","GO:1903035","false","0.005064043291577147","2.2955025902709734","94","86","6","20972","ANXA2,APOE,PLAT,PRKG1,PTPN6,SERPINE1"
"GO:BP","regulation of carbohydrate biosynthetic process","GO:0043255","false","0.0053878055762686524","2.2685880845669346","95","86","6","20972","AKT2,EGF,LEP,PRKG1,RANBP2,SNCA"
"GO:BP","response to lipid","GO:0033993","false","0.005475453031037096","2.2615799421061165","880","86","15","20972","CES1,F7,IGFBP2,ITGA2,LEP,LYN,MMP3,PTPN6,SERPINE1,SIRPA,SNCA,SRC,STAT5B,VIM,YES1"
"GO:BP","cell population proliferation","GO:0008283","false","0.005549219059373494","2.2557681307635407","1961","86","23","20972","APOE,ATF2,CALCA,CGA,EGF,ENPP7,FGF21,GFAP,IGFBP2,ITGA2,ITGAV,ITGB1,LEP,LYN,NBN,NCK2,ODAM,PRKG1,PTPN6,SHC1,STAT5B,TFF1,VAV3"
"GO:BP","transport","GO:0006810","false","0.005722659946857459","2.242402060065943","4370","86","37","20972","AKT2,ANXA2,APOE,ATF2,CALCA,CD163,CES1,CGA,EGF,FABP1,FABP4,FGF21,GFAP,GP1BB,ITGA2,ITGAV,ITGB1,LEP,LMNB1,LYN,MYH9,OCLN,PRKG1,PTPN6,RANBP2,RNF5,SERPINE1,SIRPA,SLC16A1,SNCA,SRC,STAT5B,TPR,VAV3,VPS37A,WASL,YES1"
"GO:BP","negative regulation of coagulation","GO:0050819","false","0.005799016994981605","2.2366456184778727","54","86","5","20972","ANXA2,APOE,PLAT,PRKG1,SERPINE1"
"GO:BP","protein processing","GO:0016485","false","0.005963133255763445","2.224525485540037","215","86","8","20972","ANXA2,F7,GGT1,KLK3,MYH9,PLAT,SERPINE1,SRC"
"GO:BP","cytoskeleton organization","GO:0007010","true","0.006041661151717247","2.2188436359091597","1534","86","20","20972","APOE,ATF2,GFAP,ITGB1,LMNB1,MYH9,NCK2,NPHS2,OCLN,ODAM,PDLIM5,PRKG1,SHC1,SLC16A1,SMC3,SNCA,SRC,TPR,VIM,WASL"
"GO:BP","regulation of steroid metabolic process","GO:0019218","false","0.006461780779558466","2.189647779813118","98","86","6","20972","APOE,CES1,CGA,LEP,PRKG1,STAT5B"
"GO:BP","Fc-gamma receptor signaling pathway involved in phagocytosis","GO:0038096","false","0.006503351736452707","2.186862756361246","25","86","4","20972","LYN,SRC,VAV3,YES1"
"GO:BP","system process","GO:0003008","false","0.006564715813877634","2.1827840697475667","2290","86","25","20972","APOE,CA6,CALCA,CGA,COL2A1,ENPP7,ITGA2,ITGA5,ITGB1,KLK3,LEP,MYL3,NBN,NPHS2,OCLN,PDLIM5,PNLIP,PRKG1,SLC16A1,SNCA,SRC,TBL1X,TFF1,TYMP,YES1"
"GO:BP","regulation of lipid localization","GO:1905952","false","0.006623546126668643","2.178909434894176","153","86","7","20972","AKT2,ANXA2,APOE,CES1,EGF,ITGAV,LEP"
"GO:BP","regulation of cell adhesion","GO:0030155","false","0.006803410811426805","2.167273304175537","780","86","14","20972","IGFBP2,ITGA2,ITGAV,LEP,LYN,NCK2,PRKG1,PTPN6,SERPINE1,SIRPA,SRC,STAT5B,VAV3,YES1"
"GO:BP","regulation of protein processing","GO:0070613","false","0.006959395519511076","2.157428480783338","56","86","5","20972","ANXA2,MYH9,PLAT,SERPINE1,SRC"
"GO:BP","regulation of cell communication","GO:0010646","false","0.007014033510348247","2.154032163557943","3480","86","32","20972","AKT2,APOE,CALCA,CGA,COL2A1,EGF,F7,FGF21,GFAP,IGFBP1,IGFBP2,ITGA2,ITGA5,ITGAV,ITGB1,LEP,LYN,MMP3,NCK2,PLAT,PTPN6,RAD51,SERPINE1,SHC1,SIRPA,SLC16A1,SNCA,SRC,TBL1X,TPR,TYMP,VAV3"
